Period,Zone,Resale Price Adj 2024
2006–2010,PAP,332894
2006–2010,PAP,367515
2006–2010,PAP,379499
2006–2010,PAP,338220
2006–2010,PAP,492683
2006–2010,PAP,442083
2006–2010,PAP,352202
2006–2010,PAP,472709
2006–2010,PAP,419446
2006–2010,PAP,612525
2006–2010,PAP,466051
2006–2010,PAP,559262
2006–2010,PAP,454067
2006–2010,PAP,712393
2006–2010,PAP,505999
2006–2010,PAP,790956
2006–2010,PAP,471378
2006–2010,PAP,492683
2006–2010,PAP,456730
2006–2010,PAP,579235
2006–2010,PAP,487357
2006–2010,PAP,479367
2006–2010,PAP,495346
2006–2010,PAP,519315
2006–2010,PAP,719051
2006–2010,PAP,505999
2006–2010,PAP,368846
2006–2010,PAP,772314
2006–2010,PAP,412788
2006–2010,PAP,312920
2006–2010,PAP,368846
2006–2010,PAP,392815
2006–2010,PAP,319578
2006–2010,PAP,699077
2006–2010,PAP,645814
2006–2010,PAP,379499
2006–2010,PAP,399473
2006–2010,PAP,396810
2006–2010,PAP,396810
2006–2010,PAP,366849
2006–2010,PAP,383494
2006–2010,PAP,399473
2006–2010,PAP,812261
2006–2010,PAP,427436
2006–2010,PAP,373214
2006–2010,PAP,372841
2006–2010,PAP,499341
2006–2010,PAP,366183
2006–2010,PAP,499341
2006–2010,PAP,632498
2006–2010,PAP,605201
2006–2010,PAP,561925
2006–2010,PAP,541951
2006–2010,PAP,448741
2006–2010,PAP,592551
2006–2010,PAP,499341
2006–2010,PAP,725709
2006–2010,PAP,579235
2006–2010,PAP,719051
2006–2010,PAP,499341
2006–2010,PAP,719051
2006–2010,PAP,675109
2006–2010,PAP,732367
2006–2010,PAP,383494
2006–2010,PAP,388820
2006–2010,PAP,527304
2006–2010,PAP,427436
2006–2010,PAP,525972
2006–2010,PAP,372841
2006–2010,PAP,426104
2006–2010,PAP,390817
2006–2010,PAP,384559
2006–2010,PAP,392815
2006–2010,PAP,399473
2006–2010,PAP,426104
2006–2010,PAP,716388
2006–2010,PAP,398807
2006–2010,PAP,359643
2006–2010,PAP,419446
2006–2010,PAP,446078
2006–2010,PAP,389486
2006–2010,PAP,352868
2006–2010,PAP,347541
2006–2010,PAP,334225
2006–2010,PAP,419446
2006–2010,PAP,380831
2006–2010,PAP,362854
2006–2010,PAP,366183
2006–2010,PAP,334225
2006–2010,PAP,326236
2006–2010,PAP,376836
2006–2010,PAP,368846
2006–2010,PAP,466051
2006–2010,PAP,512657
2006–2010,PAP,355531
2006–2010,PAP,379499
2006–2010,PAP,490020
2006–2010,PAP,338220
2006–2010,PAP,379499
2006–2010,PAP,376836
2006–2010,PAP,356862
2006–2010,PAP,431431
2006–2010,PAP,326236
2006–2010,PAP,415452
2006–2010,PAP,412788
2006–2010,PAP,450339
2006–2010,PAP,612525
2006–2010,PAP,748346
2006–2010,PAP,563257
2006–2010,PAP,383494
2006–2010,PAP,366183
2006–2010,PAP,355531
2006–2010,PAP,703072
2006–2010,PAP,547278
2006–2010,PAP,559262
2006–2010,PAP,372841
2006–2010,PAP,725709
2006–2010,PAP,626906
2006–2010,PAP,312920
2006–2010,PAP,416783
2006–2010,PAP,448741
2006–2010,PAP,364852
2006–2010,PAP,782966
2006–2010,PAP,362189
2006–2010,PAP,532630
2006–2010,PAP,366183
2006–2010,PAP,525972
2006–2010,PAP,319578
2006–2010,PAP,375504
2006–2010,PAP,444597
2006–2010,PAP,376836
2006–2010,PAP,432762
2006–2010,PAP,532630
2006–2010,PAP,785630
2006–2010,PAP,351536
2006–2010,PAP,436757
2006–2010,PAP,442083
2006–2010,PAP,495346
2006–2010,PAP,505999
2006–2010,PAP,785630
2006–2010,PAP,483362
2006–2010,PAP,432762
2006–2010,PAP,439420
2006–2010,PAP,386157
2006–2010,PAP,352868
2006–2010,PAP,358194
2006–2010,PAP,499341
2006–2010,PAP,503336
2006–2010,PAP,419446
2006–2010,PAP,792288
2006–2010,PAP,339552
2006–2010,PAP,563257
2006–2010,PAP,500672
2006–2010,PAP,623177
2006–2010,PAP,545946
2006–2010,PAP,529967
2006–2010,PAP,665788
2006–2010,PAP,555267
2006–2010,PAP,659130
2006–2010,PAP,332894
2006–2010,PAP,585893
2006–2010,PAP,536625
2006–2010,PAP,486025
2006–2010,PAP,412788
2006–2010,PAP,383494
2006–2010,PAP,515320
2006–2010,PAP,379499
2006–2010,PAP,475373
2006–2010,PAP,362189
2006–2010,PAP,386157
2006–2010,PAP,386157
2006–2010,PAP,892156
2006–2010,PAP,446078
2006–2010,PAP,679104
2006–2010,PAP,649809
2006–2010,PAP,832235
2006–2010,PAP,505999
2006–2010,PAP,495346
2006–2010,PAP,569914
2006–2010,PAP,440752
2006–2010,PAP,419446
2006–2010,PAP,426104
2006–2010,PAP,408794
2006–2010,PAP,719051
2006–2010,PAP,352868
2006–2010,PAP,532630
2006–2010,PAP,359525
2006–2010,PAP,649809
2006–2010,PAP,798945
2006–2010,PAP,673777
2006–2010,PAP,515320
2006–2010,PAP,514654
2006–2010,PAP,520646
2006–2010,PAP,572578
2006–2010,PAP,503336
2006–2010,PAP,608530
2006–2010,PAP,796282
2006–2010,PAP,705735
2006–2010,PAP,639156
2006–2010,PAP,533296
2006–2010,PAP,490020
2006–2010,PAP,545946
2006–2010,PAP,705735
2006–2010,PAP,701740
2006–2010,PAP,374173
2006–2010,PAP,452736
2006–2010,PAP,452736
2006–2010,PAP,462057
2006–2010,PAP,446078
2006–2010,PAP,466051
2006–2010,PAP,609862
2006–2010,PAP,499341
2006–2010,PAP,408794
2006–2010,PAP,765656
2006–2010,PAP,665788
2006–2010,PAP,335557
2006–2010,PAP,492683
2006–2010,PAP,599209
2006–2010,PAP,436757
2006–2010,PAP,344612
2006–2010,PAP,424773
2006–2010,PAP,414120
2006–2010,PAP,351653
2006–2010,PAP,342215
2006–2010,PAP,404799
2006–2010,PAP,492683
2006–2010,PAP,419446
2006–2010,PAP,676440
2006–2010,PAP,363520
2006–2010,PAP,416783
2006–2010,PAP,615188
2006–2010,PAP,435425
2006–2010,PAP,505999
2006–2010,PAP,496678
2006–2010,PAP,486025
2006–2010,PAP,505999
2006–2010,PAP,509993
2006–2010,PAP,479367
2006–2010,PAP,539288
2006–2010,PAP,543283
2006–2010,PAP,439420
2006–2010,PAP,340883
2006–2010,PAP,399473
2006–2010,PAP,352868
2006–2010,PAP,450073
2006–2010,PAP,541951
2006–2010,PAP,379499
2006–2010,PAP,472709
2006–2010,PAP,358045
2006–2010,PAP,458062
2006–2010,PAP,420778
2006–2010,PAP,366183
2006–2010,PAP,426104
2006–2010,PAP,372841
2006–2010,PAP,529967
2006–2010,PAP,466051
2006–2010,PAP,371510
2006–2010,PAP,665788
2006–2010,PAP,372841
2006–2010,PAP,423441
2006–2010,PAP,466051
2006–2010,PAP,375504
2006–2010,PAP,339552
2006–2010,PAP,685761
2006–2010,PAP,721714
2006–2010,PAP,372841
2006–2010,PAP,419446
2006–2010,PAP,375504
2006–2010,PAP,466051
2006–2010,PAP,599209
2006–2010,PAP,432762
2006–2010,PAP,459394
2006–2010,PAP,672446
2006–2010,PAP,619183
2006–2010,PAP,524641
2006–2010,PAP,507330
2006–2010,PAP,579235
2006–2010,PAP,505999
2006–2010,PAP,607198
2006–2010,PAP,503336
2006–2010,PAP,645814
2006–2010,PAP,575241
2006–2010,PAP,525972
2006–2010,PAP,455399
2006–2010,PAP,552604
2006–2010,PAP,439420
2006–2010,PAP,762993
2006–2010,PAP,488688
2006–2010,PAP,513988
2006–2010,PAP,543283
2006–2010,PAP,513988
2006–2010,PAP,516651
2006–2010,PAP,479367
2006–2010,PAP,503336
2006–2010,PAP,579235
2006–2010,PAP,612525
2006–2010,PAP,579235
2006–2010,PAP,585893
2006–2010,PAP,619183
2006–2010,PAP,612525
2006–2010,PAP,519980
2006–2010,PAP,621846
2006–2010,PAP,612525
2006–2010,PAP,560593
2006–2010,PAP,559262
2006–2010,PAP,564588
2006–2010,PAP,552604
2006–2010,PAP,544614
2006–2010,PAP,563257
2006–2010,PAP,612525
2006–2010,PAP,503336
2006–2010,PAP,592551
2006–2010,PAP,540620
2006–2010,PAP,599209
2006–2010,PAP,589888
2006–2010,PAP,684281
2006–2010,PAP,617851
2006–2010,PAP,705735
2006–2010,PAP,732367
2006–2010,PAP,596546
2006–2010,PAP,617702
2006–2010,PAP,519315
2006–2010,PAP,525972
2006–2010,PAP,601872
2006–2010,PAP,523309
2006–2010,PAP,607198
2006–2010,PAP,596546
2006–2010,PAP,612525
2006–2010,PAP,521978
2006–2010,PAP,587225
2006–2010,PAP,665788
2006–2010,PAP,529967
2006–2010,PAP,604535
2006–2010,PAP,519315
2006–2010,PAP,621846
2006–2010,PAP,599209
2006–2010,PAP,572578
2006–2010,PAP,599209
2006–2010,PAP,572578
2006–2010,PAP,556599
2006–2010,PAP,564588
2006–2010,PAP,640488
2006–2010,PAP,701740
2006–2010,PAP,464720
2006–2010,PAP,476704
2006–2010,PAP,564588
2006–2010,PAP,705735
2006–2010,PAP,496678
2006–2010,PAP,545946
2006–2010,PAP,725709
2006–2010,PAP,721714
2006–2010,PAP,592551
2006–2010,PAP,605867
2006–2010,PAP,572578
2006–2010,PAP,611193
2006–2010,PAP,668894
2006–2010,PAP,593883
2006–2010,PAP,556599
2006–2010,PAP,612525
2006–2010,PAP,772314
2006–2010,PAP,508662
2006–2010,PAP,559262
2006–2010,PAP,576572
2006–2010,PAP,545946
2006–2010,PAP,645814
2006–2010,PAP,649809
2006–2010,PAP,605867
2006–2010,PAP,593883
2006–2010,PAP,644333
2006–2010,PAP,552604
2006–2010,PAP,585893
2006–2010,PAP,604535
2006–2010,PAP,603204
2006–2010,PAP,532630
2006–2010,PAP,645814
2006–2010,PAP,579235
2006–2010,PAP,612525
2006–2010,PAP,592551
2006–2010,PAP,624509
2006–2010,PAP,603204
2006–2010,PAP,509993
2006–2010,PAP,470046
2006–2010,PAP,452736
2006–2010,PAP,621846
2006–2010,PAP,523309
2006–2010,PAP,579235
2006–2010,PAP,629835
2006–2010,PAP,599209
2006–2010,PAP,583230
2006–2010,PAP,516651
2006–2010,PAP,679104
2006–2010,PAP,547943
2006–2010,PAP,492683
2006–2010,PAP,532630
2006–2010,PAP,516651
2006–2010,PAP,605867
2006–2010,PAP,515171
2006–2010,PAP,516651
2006–2010,PAP,521978
2006–2010,PAP,605867
2006–2010,PAP,571246
2006–2010,PAP,656467
2006–2010,PAP,543283
2006–2010,PAP,525972
2006–2010,PAP,538622
2006–2010,PAP,532630
2006–2010,PAP,565920
2006–2010,PAP,572578
2006–2010,PAP,559928
2006–2010,PAP,523309
2006–2010,PAP,525972
2006–2010,PAP,629835
2006–2010,PAP,573909
2006–2010,PAP,511325
2006–2010,PAP,556599
2006–2010,PAP,555267
2006–2010,PAP,559262
2006–2010,PAP,490020
2006–2010,PAP,692419
2006–2010,PAP,503336
2006–2010,PAP,436757
2006–2010,PAP,569914
2006–2010,PAP,539288
2006–2010,PAP,471378
2006–2010,PAP,579235
2006–2010,PAP,505999
2006–2010,PAP,548609
2006–2010,PAP,519315
2006–2010,PAP,563257
2006–2010,PAP,575241
2006–2010,PAP,484694
2006–2010,PAP,533962
2006–2010,PAP,596546
2006–2010,PAP,486025
2006–2010,PAP,662459
2006–2010,PAP,494015
2006–2010,PAP,639156
2006–2010,PAP,521978
2006–2010,PAP,545946
2006–2010,PAP,508662
2006–2010,PAP,519315
2006–2010,PAP,556599
2006–2010,PAP,484694
2006–2010,PAP,547278
2006–2010,PAP,716388
2006–2010,PAP,519315
2006–2010,PAP,583896
2006–2010,PAP,765656
2006–2010,PAP,545946
2006–2010,PAP,499341
2006–2010,PAP,503336
2006–2010,PAP,612525
2006–2010,PAP,656467
2006–2010,PAP,581899
2006–2010,PAP,540620
2006–2010,PAP,561925
2006–2010,PAP,576572
2006–2010,PAP,537807
2006–2010,PAP,508662
2006–2010,PAP,617851
2006–2010,PAP,668451
2006–2010,PAP,576572
2006–2010,PAP,749677
2006–2010,PAP,684430
2006–2010,PAP,745682
2006–2010,PAP,709730
2006–2010,PAP,525972
2006–2010,PAP,579235
2006–2010,PAP,517983
2006–2010,PAP,505999
2006–2010,PAP,516651
2006–2010,PAP,487357
2006–2010,PAP,685761
2006–2010,PAP,684281
2006–2010,PAP,599209
2006–2010,PAP,508662
2006–2010,PAP,504667
2006–2010,PAP,599209
2006–2010,PAP,649809
2006–2010,PAP,689756
2006–2010,PAP,544614
2006–2010,PAP,559262
2006–2010,PAP,548609
2006–2010,PAP,511325
2006–2010,PAP,559262
2006–2010,PAP,568583
2006–2010,PAP,589888
2006–2010,PAP,668451
2006–2010,PAP,619183
2006–2010,PAP,596546
2006–2010,PAP,652472
2006–2010,PAP,601872
2006–2010,PAP,545946
2006–2010,PAP,532630
2006–2010,PAP,612525
2006–2010,PAP,572578
2006–2010,PAP,552604
2006–2010,PAP,778972
2006–2010,PAP,836230
2006–2010,PAP,952077
2006–2010,PAP,419446
2006–2010,PAP,406131
2006–2010,PAP,652472
2006–2010,PAP,399473
2006–2010,PAP,486025
2006–2010,PAP,372841
2006–2010,PAP,609862
2006–2010,PAP,516651
2006–2010,PAP,543283
2006–2010,PAP,486025
2006–2010,PAP,796282
2006–2010,PAP,468715
2006–2010,PAP,539288
2006–2010,PAP,762993
2006–2010,PAP,565920
2006–2010,PAP,544614
2006–2010,PAP,495346
2006–2010,PAP,459394
2006–2010,PAP,450073
2006–2010,PAP,451404
2006–2010,PAP,386157
2006–2010,PAP,392815
2006–2010,PAP,517983
2006–2010,PAP,408794
2006–2010,PAP,383494
2006–2010,PAP,403467
2006–2010,PAP,490020
2006–2010,PAP,486025
2006–2010,PAP,402136
2006–2010,PAP,532630
2006–2010,PAP,669783
2006–2010,PAP,500672
2006–2010,PAP,456730
2006–2010,PAP,447409
2006–2010,PAP,486025
2006–2010,PAP,353533
2006–2010,PAP,532630
2006–2010,PAP,532630
2006–2010,PAP,450073
2006–2010,PAP,352868
2006–2010,PAP,512657
2006–2010,PAP,426104
2006–2010,PAP,434094
2006–2010,PAP,431281
2006–2010,PAP,516651
2006–2010,PAP,372841
2006–2010,PAP,516651
2006–2010,PAP,692419
2006–2010,PAP,685761
2006–2010,PAP,772314
2006–2010,PAP,541951
2006–2010,PAP,565920
2006–2010,PAP,605867
2006–2010,PAP,703072
2006–2010,PAP,585893
2006–2010,PAP,472709
2006–2010,PAP,679104
2006–2010,PAP,490686
2006–2010,PAP,512657
2006–2010,PAP,552604
2006–2010,PAP,505999
2006–2010,PAP,399473
2006–2010,PAP,342215
2006–2010,PAP,399473
2006–2010,PAP,404133
2006–2010,PAP,371510
2006–2010,PAP,579235
2006–2010,PAP,406131
2006–2010,PAP,370178
2006–2010,PAP,372841
2006–2010,PAP,386157
2006–2010,PAP,756335
2006–2010,PAP,822914
2006–2010,PAP,652472
2006–2010,PAP,739024
2006–2010,PAP,495346
2006–2010,PAP,745682
2006–2010,PAP,649809
2006–2010,PAP,482030
2006–2010,PAP,326236
2006–2010,PAP,363520
2006–2010,PAP,374173
2006–2010,PAP,509993
2006–2010,PAP,452736
2006–2010,PAP,470046
2006–2010,PAP,266315
2006–2010,PAP,583230
2006–2010,PAP,479367
2006–2010,PAP,532630
2006–2010,PAP,436757
2006–2010,PAP,476704
2006–2010,PAP,392815
2006–2010,PAP,492683
2006–2010,PAP,545946
2006–2010,PAP,532630
2006–2010,PAP,561925
2006–2010,PAP,545946
2006–2010,PAP,382162
2006–2010,PAP,419446
2006–2010,PAP,399473
2006–2010,PAP,446078
2006–2010,PAP,422109
2006–2010,PAP,490020
2006–2010,PAP,388820
2006–2010,PAP,382162
2006–2010,PAP,390152
2006–2010,PAP,344878
2006–2010,PAP,360857
2006–2010,PAP,384825
2006–2010,PAP,372841
2006–2010,PAP,330231
2006–2010,PAP,350204
2006–2010,PAP,286289
2006–2010,PAP,399473
2006–2010,PAP,359525
2006–2010,PAP,412788
2006–2010,PAP,466051
2006–2010,PAP,346210
2006–2010,PAP,286289
2006–2010,PAP,328899
2006–2010,PAP,372841
2006–2010,PAP,287620
2006–2010,PAP,344878
2006–2010,PAP,439420
2006–2010,PAP,352868
2006–2010,PAP,503336
2006–2010,PAP,386157
2006–2010,PAP,492683
2006–2010,PAP,486025
2006–2010,PAP,711061
2006–2010,PAP,426104
2006–2010,PAP,352868
2006–2010,PAP,392815
2006–2010,PAP,376836
2006–2010,PAP,426104
2006–2010,PAP,548609
2006–2010,PAP,354199
2006–2010,PAP,583230
2006–2010,PAP,525972
2006–2010,PAP,672446
2006–2010,PAP,548609
2006–2010,PAP,583230
2006–2010,PAP,292947
2006–2010,PAP,467383
2006–2010,PAP,462057
2006–2010,PAP,448741
2006–2010,PAP,798945
2006–2010,PAP,515171
2006–2010,PAP,665788
2006–2010,PAP,396810
2006–2010,PAP,456581
2006–2010,PAP,346210
2006–2010,PAP,428767
2006–2010,PAP,310923
2006–2010,PAP,679104
2006–2010,PAP,480699
2006–2010,PAP,363520
2006–2010,PAP,455399
2006–2010,PAP,302268
2006–2010,PAP,383494
2006–2010,PAP,458062
2006–2010,PAP,452736
2006–2010,PAP,454067
2006–2010,PAP,339552
2006–2010,PAP,310257
2006–2010,PAP,442083
2006–2010,PAP,366183
2006–2010,PAP,436757
2006–2010,PAP,700409
2006–2010,PAP,296941
2006–2010,PAP,755003
2006–2010,PAP,573243
2006–2010,PAP,540620
2006–2010,PAP,632498
2006–2010,PAP,579235
2006–2010,PAP,559262
2006–2010,PAP,645814
2006–2010,PAP,645814
2006–2010,PAP,665788
2006–2010,PAP,402136
2006–2010,PAP,625841
2006–2010,PAP,725709
2006–2010,PAP,362189
2006–2010,PAP,370178
2006–2010,PAP,422109
2006–2010,PAP,387489
2006–2010,PAP,792288
2006–2010,PAP,516651
2006–2010,PAP,539288
2006–2010,PAP,756335
2006–2010,PAP,761661
2006–2010,PAP,566053
2006–2010,PAP,509993
2006–2010,PAP,778972
2006–2010,PAP,436757
2006–2010,PAP,521978
2006–2010,PAP,447409
2006–2010,PAP,336889
2006–2010,PAP,581749
2006–2010,PAP,432762
2006–2010,PAP,467383
2006–2010,PAP,512657
2006–2010,PAP,665788
2006–2010,PAP,691487
2006–2010,PAP,491351
2006–2010,PAP,772314
2006–2010,PAP,499341
2006–2010,PAP,532630
2006–2010,PAP,505999
2006–2010,PAP,508662
2006–2010,PAP,685761
2006–2010,PAP,503336
2006–2010,PAP,532630
2006–2010,PAP,785630
2006–2010,PAP,512657
2006–2010,PAP,659130
2006–2010,PAP,745682
2006–2010,PAP,548609
2006–2010,PAP,545946
2006–2010,PAP,529967
2006–2010,PAP,539288
2006–2010,PAP,660462
2006–2010,PAP,545946
2006–2010,PAP,515320
2006–2010,PAP,650874
2006–2010,PAP,464720
2006–2010,PAP,569914
2006–2010,PAP,390152
2006–2010,PAP,407462
2006–2010,PAP,479367
2006–2010,PAP,463388
2006–2010,PAP,344729
2006–2010,PAP,391483
2006–2010,PAP,372841
2006–2010,PAP,382162
2006–2010,PAP,400804
2006–2010,PAP,330231
2006–2010,PAP,396810
2006–2010,PAP,448741
2006–2010,PAP,416783
2006–2010,PAP,359525
2006–2010,PAP,332894
2006–2010,PAP,436757
2006–2010,PAP,519315
2006–2010,PAP,487357
2006–2010,PAP,483362
2006–2010,PAP,455399
2006–2010,PAP,356862
2006–2010,PAP,403467
2006–2010,PAP,736361
2006–2010,PAP,732367
2006–2010,PAP,692419
2006–2010,PAP,490020
2006–2010,PAP,595065
2006–2010,PAP,495346
2006–2010,PAP,579235
2006–2010,PAP,632498
2006–2010,PAP,456730
2006–2010,PAP,479367
2006–2010,PAP,676440
2006–2010,PAP,564588
2006–2010,PAP,758998
2006–2010,PAP,362189
2006–2010,PAP,419446
2006–2010,PAP,663125
2006–2010,PAP,732367
2006–2010,PAP,366183
2006–2010,PAP,452736
2006–2010,PAP,430099
2006–2010,PAP,423441
2006–2010,PAP,672446
2006–2010,PAP,346210
2006–2010,PAP,367515
2006–2010,PAP,466051
2006–2010,PAP,505999
2006–2010,PAP,392815
2006–2010,PAP,383494
2006–2010,PAP,503336
2006–2010,PAP,619183
2006–2010,PAP,539288
2006–2010,PAP,519315
2006–2010,PAP,516651
2006–2010,PAP,394146
2006–2010,PAP,545946
2006–2010,PAP,579235
2006–2010,PAP,553403
2006–2010,PAP,619183
2006–2010,PAP,565920
2006–2010,PAP,432762
2006–2010,PAP,512657
2006–2010,PAP,723046
2006–2010,PAP,519315
2006–2010,PAP,406131
2006–2010,PAP,545946
2006–2010,PAP,628504
2006–2010,PAP,625841
2006–2010,PAP,553935
2006–2010,PAP,563257
2006–2010,PAP,648477
2006–2010,PAP,639156
2006–2010,PAP,572578
2006–2010,PAP,572578
2006–2010,PAP,605867
2006–2010,PAP,519315
2006–2010,PAP,705735
2006–2010,PAP,752340
2006–2010,PAP,496678
2006–2010,PAP,567251
2006–2010,PAP,584562
2006–2010,PAP,713725
2006–2010,PAP,583230
2006–2010,PAP,583230
2006–2010,PAP,535293
2006–2010,PAP,625841
2006–2010,PAP,649809
2006–2010,PAP,616520
2006–2010,PAP,639156
2006–2010,PAP,572578
2006–2010,PAP,609862
2006–2010,PAP,589888
2006–2010,PAP,619183
2006–2010,PAP,583230
2006–2010,PAP,625841
2006–2010,PAP,605867
2006–2010,PAP,612525
2006–2010,PAP,495346
2006–2010,PAP,609862
2006–2010,PAP,559262
2006–2010,PAP,619183
2006–2010,PAP,512657
2006–2010,PAP,629835
2006–2010,PAP,472709
2006–2010,PAP,652472
2006–2010,PAP,647146
2006–2010,PAP,696414
2006–2010,PAP,619183
2006–2010,PAP,537957
2006–2010,PAP,565920
2006–2010,PAP,605867
2006–2010,PAP,580567
2006–2010,PAP,576572
2006–2010,PAP,575241
2006–2010,PAP,679104
2006–2010,PAP,584562
2006–2010,PAP,619183
2006–2010,PAP,732367
2006–2010,PAP,625841
2006–2010,PAP,625841
2006–2010,PAP,470046
2006–2010,PAP,632498
2006–2010,PAP,516651
2006–2010,PAP,517983
2006–2010,PAP,679104
2006–2010,PAP,692419
2006–2010,PAP,531299
2006–2010,PAP,616370
2006–2010,PAP,632498
2006–2010,PAP,599209
2006–2010,PAP,652472
2006–2010,PAP,505999
2006–2010,PAP,728372
2006–2010,PAP,496678
2006–2010,PAP,545946
2006–2010,PAP,552604
2006–2010,PAP,732367
2006–2010,PAP,572578
2006–2010,PAP,503336
2006–2010,PAP,629835
2006–2010,PAP,572578
2006–2010,PAP,652472
2006–2010,PAP,544614
2006–2010,PAP,652472
2006–2010,PAP,693751
2006–2010,PAP,581899
2006–2010,PAP,672446
2006–2010,PAP,632498
2006–2010,PAP,466051
2006–2010,PAP,589888
2006–2010,PAP,663125
2006–2010,PAP,454067
2006–2010,PAP,503336
2006–2010,PAP,579235
2006–2010,PAP,565920
2006–2010,PAP,410125
2006–2010,PAP,496678
2006–2010,PAP,521978
2006–2010,PAP,528636
2006–2010,PAP,462057
2006–2010,PAP,539288
2006–2010,PAP,525972
2006–2010,PAP,479367
2006–2010,PAP,525972
2006–2010,PAP,552604
2006–2010,PAP,462723
2006–2010,PAP,551272
2006–2010,PAP,536625
2006–2010,PAP,525972
2006–2010,PAP,476704
2006–2010,PAP,532630
2006–2010,PAP,488688
2006–2010,PAP,486025
2006–2010,PAP,500672
2006–2010,PAP,656467
2006–2010,PAP,476704
2006–2010,PAP,632498
2006–2010,PAP,525972
2006–2010,PAP,567251
2006–2010,PAP,548449
2006–2010,PAP,496678
2006–2010,PAP,556599
2006–2010,PAP,676440
2006–2010,PAP,516651
2006–2010,PAP,689756
2006–2010,PAP,470046
2006–2010,PAP,502004
2006–2010,PAP,579235
2006–2010,PAP,583230
2006–2010,PAP,549941
2006–2010,PAP,525972
2006–2010,PAP,490020
2006–2010,PAP,798945
2006–2010,PAP,575241
2006–2010,PAP,623177
2006–2010,PAP,476704
2006–2010,PAP,548609
2006–2010,PAP,575241
2006–2010,PAP,567251
2006–2010,PAP,543283
2006–2010,PAP,679104
2006–2010,PAP,549941
2006–2010,PAP,552604
2006–2010,PAP,577904
2006–2010,PAP,692419
2006–2010,PAP,572578
2006–2010,PAP,512657
2006–2010,PAP,474041
2006–2010,PAP,545946
2006–2010,PAP,640488
2006–2010,PAP,486025
2006–2010,PAP,575241
2006–2010,PAP,535293
2006–2010,PAP,665788
2006–2010,PAP,699077
2006–2010,PAP,543283
2006–2010,PAP,535293
2006–2010,PAP,541951
2006–2010,PAP,691088
2006–2010,PAP,672446
2006–2010,PAP,699077
2006–2010,PAP,590953
2006–2010,PAP,583230
2006–2010,PAP,605867
2006–2010,PAP,494015
2006–2010,PAP,599209
2006–2010,PAP,551272
2006–2010,PAP,565920
2006–2010,PAP,583230
2006–2010,PAP,532630
2006–2010,PAP,525972
2006–2010,PAP,557930
2006–2010,PAP,486025
2006–2010,PAP,561925
2006–2010,PAP,505999
2006–2010,PAP,599209
2006–2010,PAP,632498
2006–2010,PAP,567251
2006–2010,PAP,685761
2006–2010,PAP,612525
2006–2010,PAP,623177
2006–2010,PAP,536625
2006–2010,PAP,536625
2006–2010,PAP,563107
2006–2010,PAP,665788
2006–2010,PAP,583230
2006–2010,PAP,601872
2006–2010,PAP,545946
2006–2010,PAP,612525
2006–2010,PAP,532629
2006–2010,PAP,525972
2006–2010,PAP,528636
2006–2010,PAP,505999
2006–2010,PAP,712393
2006–2010,PAP,672446
2006–2010,PAP,745682
2006–2010,PAP,575241
2006–2010,PAP,495346
2006–2010,PAP,673777
2006–2010,PAP,583230
2006–2010,PAP,482030
2006–2010,PAP,533962
2006–2010,PAP,595214
2006–2010,PAP,569914
2006–2010,PAP,579235
2006–2010,PAP,560593
2006–2010,PAP,499341
2006–2010,PAP,623177
2006–2010,PAP,585893
2006–2010,PAP,652472
2006–2010,PAP,696414
2006–2010,PAP,543283
2006–2010,PAP,625841
2006–2010,PAP,631167
2006–2010,PAP,599209
2006–2010,PAP,699077
2006–2010,PAP,653804
2006–2010,PAP,679104
2006–2010,PAP,426104
2006–2010,PAP,443415
2006–2010,PAP,705735
2006–2010,PAP,585893
2006–2010,PAP,392815
2006–2010,PAP,388820
2006–2010,PAP,952077
2006–2010,PAP,832235
2006–2010,PAP,392815
2006–2010,PAP,872182
2006–2010,PAP,595214
2006–2010,PAP,583230
2006–2010,PAP,549941
2006–2010,PAP,412788
2006–2010,PAP,439420
2006–2010,PAP,450073
2006–2010,PAP,399473
2006–2010,PAP,745682
2006–2010,PAP,521978
2006–2010,PAP,386157
2006–2010,PAP,499341
2006–2010,PAP,561925
2006–2010,PAP,649809
2006–2010,PAP,565920
2006–2010,PAP,392815
2006–2010,PAP,383494
2006–2010,PAP,336889
2006–2010,PAP,334225
2006–2010,PAP,466717
2006–2010,PAP,347009
2006–2010,PAP,679104
2006–2010,PAP,372841
2006–2010,PAP,346210
2006–2010,PAP,423441
2006–2010,PAP,348873
2006–2010,PAP,452736
2006–2010,PAP,339552
2006–2010,PAP,491351
2006–2010,PAP,665788
2006–2010,PAP,503336
2006–2010,PAP,379499
2006–2010,PAP,339552
2006–2010,PAP,419446
2006–2010,PAP,423441
2006–2010,PAP,459394
2006–2010,PAP,452736
2006–2010,PAP,439420
2006–2010,PAP,346210
2006–2010,PAP,491351
2006–2010,PAP,512657
2006–2010,PAP,663125
2006–2010,PAP,472709
2006–2010,PAP,643151
2006–2010,PAP,515320
2006–2010,PAP,629835
2006–2010,PAP,745682
2006–2010,PAP,539288
2006–2010,PAP,721714
2006–2010,PAP,649809
2006–2010,PAP,492683
2006–2010,PAP,516651
2006–2010,PAP,732367
2006–2010,PAP,466051
2006–2010,PAP,739024
2006–2010,PAP,772314
2006–2010,PAP,479367
2006–2010,PAP,719051
2006–2010,PAP,548609
2006–2010,PAP,339552
